sasdate_t,sasdate_tp1,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
1996-02-01,1996-03-01,0.0037963554856707228,0.009016088423100569,0.005290620929136344,0.008877477019815486,0.009690272085902382,0.017351403876058328,0.008956498303578331,-0.0012897590506081146,0.00966673908070423,0.007225875802663411
