sasdate_t,sasdate_tp1,hard_label_t,pca_p_components,typical_k_r,p_R0_t,ptp1_R0,p_R1_t,ptp1_R1,p_R2_t,ptp1_R2,p_R3_t,ptp1_R3,p_R4_t,ptp1_R4,p_R5_t,ptp1_R5
1996-02-01,1996-03-01,0,29,5,0.19118636880865877,0.2522407535448615,0.17730465130086562,0.11979063207010635,0.1549881978654363,0.21231005115052948,0.16362928684124867,0.14393883039158456,0.15496916907382227,0.12693530802347247,0.15792232610996845,0.1447844248194458
