Sharpe,Sortino,AvgDD,MaxDD,% Positive Ret.,Model
0.3024053707983543,0.6141826141584986,-0.03794820339241831,-0.1047185113056841,0.48333333333333334,ew
0.1811659630091913,0.4353688584622175,-0.266066156732283,-0.44309613651722635,0.5833333333333334,spy
0.1491624086824478,0.28729730141342213,-0.10535608787557861,-0.21365238019743937,0.4,ridge_lo_2
0.13846262087790343,0.26652387080642276,-0.09597239504439503,-0.20170817729209012,0.48333333333333334,ridge_lo_3
0.12749177091502956,0.23826511460470176,-0.10870297165417,-0.20941087064519381,0.5,ridge_lo_4
