sasdate,RPI,W875RX1,DPCERA3M086SBEA,CMRMTSPLx,RETAILx,INDPRO,IPFPNSS,IPFINAL,IPCONGD,IPDCONGD,IPNCONGD,IPBUSEQ,IPMAT,IPDMAT,IPNMAT,IPMANSICS,IPB51222S,IPFUELS,CUMFNS,HWI,HWIURATIO,CLF16OV,CE16OV,UNRATE,UEMPMEAN,UEMPLT5,UEMP5TO14,UEMP15OV,UEMP15T26,UEMP27OV,CLAIMSx,PAYEMS,USGOOD,CES1021000001,USCONS,MANEMP,DMANEMP,NDMANEMP,SRVPRD,USTPU,USWTRADE,USTRADE,USFIRE,USGOVT,CES0600000007,AWOTMAN,AWHMAN,HOUST,HOUSTNE,HOUSTMW,HOUSTS,HOUSTW,PERMIT,PERMITNE,PERMITMW,PERMITS,PERMITW,ACOGNO,AMDMNOx,ANDENOx,AMDMUOx,BUSINVx,ISRATIOx,M1SL,M2SL,M2REAL,BOGMBASE,TOTRESNS,NONBORRES,BUSLOANS,REALLN,NONREVSL,CONSPI,S&P 500,S&P div yield,S&P PE ratio,FEDFUNDS,CP3Mx,TB3MS,TB6MS,GS1,GS5,GS10,AAA,BAA,COMPAPFFx,TB3SMFFM,TB6SMFFM,T1YFFM,T5YFFM,T10YFFM,AAAFFM,BAAFFM,WPSFD49207,WPSFD49502,WPSID61,WPSID62,OILPRICEx,PPICMM,CPIAUCSL,CPIAPPSL,CPITRNSL,CPIMEDSL,CUSR0000SAC,CUSR0000SAD,CUSR0000SAS,CPIULFSL,CUSR0000SA0L2,CUSR0000SA0L5,PCEPI,DDURRG3M086SBEA,DNDGRG3M086SBEA,DSERRG3M086SBEA,CES0600000008,CES2000000008,CES3000000008,UMCSENTx,DTCOLNVHFNM,DTCTHFNM,INVEST,VIXCLSx
1992-03-01,0.0014665391210950673,0.0005896671294305378,0.0018304593461064833,0.004016845545530501,-0.003000606031390518,0.008380590946749145,0.008338489774009972,0.008783219940850628,0.008871101919213586,0.02022239158430228,0.004915541473797802,0.011425150774018622,0.008438061979032074,0.012454121066676205,0.013981588603072304,0.010273418164739923,-0.008735170157248895,0.004298490853828163,0.6256000000000057,140.0,0.01461104000000002,0.0031160375433465504,0.0033150091613496357,0.0,0.40000000000000213,0.04037025991275378,-0.05284510648381424,0.004390097988432373,-0.036518008805395574,0.038565930393573034,-0.029140526999036354,0.00045229447910344334,-0.0006776751484807164,-0.0025661601892918995,0.0019495294813172137,-0.001427127553865759,-0.0021043146198955753,-0.0004387568626142979,0.000742442204819227,0.0,-0.0005283912566547144,-0.0001716229292441085,-0.00015329194480884212,0.0013902258682261248,40.2,0.10000000000000009,40.7,7.167809184316444,4.919980925828125,5.793013608384144,6.269096283706261,5.717027701406222,6.9865664594064265,4.812184355372417,5.579729825986222,6.09807428216624,5.517452896464707,0.04458101459158392,0.046819601276466116,0.09310709839458653,-0.004805880715299082,0.003852500411497317,-0.030000000000000027,-0.0037727371274165478,-0.0043983540952758915,-0.0024488808613973845,0.018917874770475684,0.030542497966809634,0.028956508114742374,0.002159954766070449,-0.0013555855277465056,-6.425615648542049e-05,-0.000477640999999987,-0.012684334373661343,0.047815179000000096,0.006893824191635645,-0.07999999999999963,0.1899999999999995,0.20000000000000018,0.24999999999999956,0.33999999999999986,0.3700000000000001,0.20000000000000018,0.0600000000000005,0.019999999999999574,0.32,0.06,0.2,0.65,2.97,3.56,4.37,5.27,-0.0016386705747706287,-0.0033167526259942903,-0.0026427816376717317,-0.02963043645350627,-0.013423314340315073,-0.026707927430728695,0.001434164088504275,0.0015238078223029916,0.004810911846130139,-0.0005842502336799171,0.0015588315103904904,0.0025470305022974316,0.0013266668390130576,0.0007134680209661681,0.0007306699002054273,0.0014662632291138067,-0.00011760583163233918,-0.002486612617517814,0.0012907445405110352,-0.000182019603953254,0.0008364488533993963,0.01166981782768417,-0.003555534196008292,7.200000000000003,-0.016313105296207553,0.0016634239017179198,-0.0037910198809356643,16.2227
1992-04-01,0.0035874565796039093,0.0025740039951731575,0.0008327663556206844,0.006642007628762769,0.0060165209045663914,0.007651588620925409,0.0074326524407073435,0.007499292485140252,0.00932160780028557,0.018414629545071115,0.006126536361060531,0.009434591680241855,0.00792870770741505,0.006558968716463109,0.0018865869697171078,0.005435030279594244,0.042140580590832144,0.006263957898388739,0.23449999999999704,-104.0,-0.009558765000000025,0.001855585883483002,0.002384073496804362,0.0,0.29999999999999716,-0.03458901758220634,0.007114935741887152,-0.02086702335196655,-0.032088314551501185,-0.011928570865274324,-0.02654240155737675,0.0014201666010364988,0.00022594274706833062,-0.0069293646051944435,-0.0039028670530250054,0.0015459629669596353,0.0008021658908035079,0.0026296581990710166,0.0017263657346120453,0.00036181086731801315,-0.002292927229200714,0.0013254122412469371,0.0016849203649194067,0.0012815722371364302,40.5,0.09999999999999964,40.8,7.002155954403621,4.812184355372417,5.4680601411351315,6.16541785423142,5.572154032177765,6.960347729101308,4.770684624465665,5.493061443340548,6.052089168924417,5.5909869805108565,0.001647128124282915,0.03636466859588339,0.010403509578768677,0.0019392537702831447,0.003350988101734842,0.0,-0.004801910780598995,-0.0023810420954877287,-0.003397534940982716,-0.02067478147536317,-0.13043494193091654,-0.12316654933443572,-0.0008367177742663046,0.0057956471743887406,-0.004493395454853832,-0.0011609070000000027,0.00012273402325213567,-0.00037116900000011555,0.023430646910816755,-0.25,-0.2599999999999998,-0.29000000000000004,-0.3099999999999996,-0.33000000000000007,-0.16999999999999993,-0.05999999999999961,-0.019999999999999574,-0.03999999999999915,0.31,0.02,0.14,0.57,3.05,3.75,4.6,5.48,-6.674785426596941e-07,0.0008274721200320911,0.0008760376539864723,0.025575877585348294,0.07196859185577065,-0.011821280514599408,-0.0014466127765677683,-0.006867618786174923,0.0007804953342569476,-0.0005733248179646822,-0.0023452754081141336,-0.0017100635722258062,-1.1052149123891297e-05,-8.245548305474415e-06,-8.650556448053237e-06,-0.0007404091111862243,0.00027938572420715957,0.00260410541700562,-0.00215586257230882,0.0007918212695514626,0.0008301359507689732,-0.005835701533973392,0.0017589934612267655,1.2000000000000028,0.03714687445322795,-0.005843294075837946,0.0013671933048433615,16.1885
1992-05-01,0.005187995101394449,0.005345856065259724,0.0051638886353564395,-0.008738496393275952,0.0054674225945383625,0.0032829131714260384,0.005519693203559051,0.005877423058186615,0.006536751839333554,0.03085723441979127,-0.0021365055808812983,0.007955861919564544,0.0004609587468009657,0.010755434363671768,-0.004871473072113552,0.00587749484348965,-0.02410137106382404,-0.008633686676736474,0.2621000000000038,94.0,-0.0005379349999999894,0.0021722152626377778,-0.00043074143089327777,0.1999999999999993,0.40000000000000213,0.03605336108592816,-0.01176693912158111,0.09560058201342336,0.05635293655113216,0.1254992209272583,-0.0020343452238336113,0.0012248865288171373,0.00013554114824110286,-0.004375665356047165,0.000434404872166283,0.00023762846900865497,0.00020044097080429424,0.00029175784306190167,0.001503794471803488,-0.0004975236991739962,-0.0020622411095310156,0.0001791856406985204,0.001682086182984932,0.0007468260242564639,40.4,0.10000000000000053,40.9,7.101675971619444,4.820281565605037,5.700443573390687,6.2166061010848646,5.66988092298052,6.962243464266207,4.8283137373023015,5.552959584921617,6.037870919922137,5.537334267018537,0.02271459930208053,0.010803486726711498,0.02421269939348214,0.0019119974000947337,-0.0005360420964333201,-0.010000000000000009,-0.0003721341895799313,0.0009110303241168793,-0.002463257670505925,0.011671363762066456,0.0784424978501006,0.06947268824493047,0.0011883610492544605,-0.006628438386419688,0.0036544717249515912,-0.0008111759999999968,0.018000534676342106,-0.053946281999999623,0.03769802632538788,0.08999999999999986,-0.16000000000000014,-0.1200000000000001,-0.1200000000000001,-0.10999999999999943,-0.08999999999999986,-0.09000000000000075,-0.05000000000000071,-0.08000000000000007,0.06,-0.19,-0.07,0.37,2.87,3.57,4.46,5.31,0.002443326680650948,0.0032996488846190886,0.0017451797113716694,0.011932337122534165,-0.03394877933485985,-0.008900005129106603,-4.63146053419905e-06,0.011442558939616099,-0.0024028297155931355,-0.0016228346695932316,0.0015558130469068843,-0.0008514042048055614,-0.0006716992375572772,-8.198397110525946e-06,-0.0007398613527671571,-4.823276488430395e-06,-0.0013670240248435661,-4.371468904196263e-05,0.0009635234931275605,-0.0025801197612134175,-0.002514315837886194,-0.0007264802353659228,-0.0008899763518828152,2.0,-0.052941440354928204,0.00020678661608819482,0.0040452674916551246,14.728
1992-06-01,0.004068981581790254,0.004315791886735809,0.0027029224136940755,0.01048664390244447,0.0028038331366566638,0.0005637853584143926,-0.00247033807801067,-0.0031551957357898175,-0.004910153984138077,-0.013889202432913805,-0.0017030338230608066,0.002350872682674421,0.004395262416075685,0.002286483461180655,0.010908494010402059,0.0033014257395693747,-0.04024770941341416,-0.0038596762556277753,0.05100000000000193,-36.0,-0.012462956000000025,0.0026502677471267333,0.00037163104222592835,0.20000000000000018,0.3999999999999986,0.029129673182213267,0.00750405522382902,0.08725331442578899,0.09655473503652967,0.08035283327689058,0.0032290884961767574,0.0006348768414206063,-0.0016729594931206293,-0.010613210896157632,-0.004570690294832147,-0.0005347434844154009,-0.0013035850429616858,0.0005832604423154919,0.0012244993790258007,0.00013571283185598304,-0.001475637497110327,0.0004906484835753844,0.001374150914758232,0.0004798080859735876,40.3,-0.10000000000000053,40.8,7.0431599159883405,4.74493212836325,5.62040086571715,6.135564891081739,5.676753802268282,6.963189985870238,4.804021044733257,5.488937726156687,6.07993319509559,5.545177444479562,0.010921089822973684,-0.02403435938463261,-0.037075424023802483,-0.005085330366004115,0.006641568734522707,0.0,-0.0032943616443228407,-0.0012076031739987059,-0.0044079249108746055,0.0035486083030820126,0.04650321893376441,0.046050487272252916,0.0018021733594935085,-0.0033711039605668347,-0.002723742644157312,-0.0010042260000000108,-0.015891863828300323,0.04757642099999959,-0.0019306958301972266,-0.06000000000000005,0.040000000000000036,0.03000000000000025,0.020000000000000018,-0.020000000000000462,-0.20999999999999996,-0.1299999999999999,-0.05999999999999872,-0.08000000000000007,0.16,-0.1,0.01,0.41,2.72,3.5,4.46,5.29,0.0008001083120907637,-1.696314282284561e-05,0.00172692660727769,-0.009300488220080894,0.032430908055577135,0.014143848209918097,0.0007094191435532693,-0.003070205623978417,0.001577853646252514,0.0005095914913333388,0.0015449458671499272,-2.858190179644282e-06,-6.989460329620556e-06,0.000703338953557342,0.0007248445178218432,0.0007237953218073301,0.0004405647143448377,-0.004107544234277505,0.0032190415424491192,0.00026470662266175893,0.002500345474614196,0.007956642338094788,-0.0008829777511922821,1.2000000000000028,0.04562073068633765,0.008812460133741595,-0.0008936338825860091,14.7531
1992-07-01,-0.0008876647020645834,-0.001450090715350072,0.0033182200560175623,0.01330298437675026,0.00708001541464931,0.009021536837824584,0.01014569972316881,0.01147690099628118,0.013213686688754223,0.026242274753843553,0.008555048819243183,0.010192518216949775,0.007603468639073796,0.011181589321126228,0.0003336152740383014,0.009026637623351874,0.009574705003651651,0.0032930564258828454,0.5087999999999937,-20.0,0.0035373230000000366,0.0008092692896006781,0.002479632868107373,-0.09999999999999964,-0.09999999999999787,-0.02300273935470898,0.00815462770936648,-0.039071708821238005,-0.07621505079940682,-0.012166738759878726,0.05573119352366618,0.0007539675599446127,-0.0010866613402917835,-0.0046067866928449774,-0.0030587745063250793,-0.0004161093833268126,-0.0020088395666668646,0.001893250401675317,0.0012230018138765786,-0.0018110205520276423,-0.003649243134072222,-0.0014258835295315464,-0.000305203725853076,0.0029271688587488853,40.3,0.0,40.8,7.037905963447182,4.812184355372417,5.598421958998375,6.156978985585555,5.6131281063880705,6.9930151229329605,4.859812404361672,5.529429087511423,6.089044875446846,5.58724865840025,-0.003820086290438951,-0.001988396248062685,-0.010538903571204017,-0.009268694765840024,0.0056528534742259495,-0.010000000000000009,0.005502079097070123,0.0016785474828591163,-0.002687229018534687,0.001999031787472738,-0.008200042259580709,-0.008263533410248325,-0.0011609366730160886,0.0017900354912274707,0.005742160797809426,-0.0001084920000000017,0.016470274660708384,-0.043680042999999724,0.02856792313279266,-0.5099999999999998,-0.48,-0.4500000000000002,-0.4900000000000002,-0.5699999999999998,-0.6400000000000006,-0.41999999999999993,-0.15000000000000036,-0.21000000000000085,0.19,-0.04,0.03,0.35,2.59,3.59,4.82,5.59,-0.004870796200287408,-0.004110157861828334,-0.004358060199588287,-0.012877840176491517,-0.09419985783006224,0.009344016035538694,-8.151649206311617e-06,0.0007395371728202704,-1.5647654871386862e-05,0.0005022639527618722,-0.002332498123863047,-2.8485504088848757e-06,0.0006502935129217846,-0.0007216150319990788,-8.512300006202622e-06,-0.0007349677542034527,0.0015250198239114,0.003609806443139796,-0.0023730920801288136,0.0026322623450170113,-0.004169102825902105,-0.015187331831240769,-3.072482158472667e-06,-3.8000000000000114,-0.0035230901468832343,-0.00854377882357582,0.00227273888345092,13.3036
1992-08-01,0.003796680096524341,0.003722634506470257,0.002486466089552497,-0.01603560233933443,0.003241242387895582,-0.005579214409331179,-0.0012684673055334272,-0.0013630491422285118,8.676089065495773e-05,-0.008910705949663367,0.0033035521140876156,-0.005003505610681636,-0.011055261459230525,-0.005040344720964374,-0.0141732407720081,-0.005006656726358472,0.01355716957482933,-0.04829235347059946,-0.6122000000000014,68.0,0.008828804999999995,0.0003888387767911894,0.0009514227855138557,-0.10000000000000053,-0.10000000000000142,-0.0005819028386486735,0.0028208763416417426,-0.009731760386147315,0.010681009420333787,-0.02430426992605028,-0.08370081142662933,0.0011390673740585555,-0.0013599893297033816,-0.006950218280528553,0.0024041099984923875,-0.0021427304192531693,-0.0015092823713249715,-0.00306011167759479,0.0017741531346562311,-0.0007253275625132005,-0.0016613599280237423,-0.0010687970810270286,0.0018298266770759852,0.003501329836932854,40.3,0.0,40.8,7.111512116496157,4.709530201312334,5.783825182329737,6.169610732491456,5.7430031878094825,6.980075940561763,4.820281565605037,5.537334267018537,6.052089168924417,5.605802066295998,-0.025341174509543762,-0.0179345632792014,-0.038359148128755294,-0.010279136765287689,0.0012572417194984808,0.020000000000000018,0.0013515558807633,0.0012953915371625158,-0.0007040066550212387,-0.0030077422778607144,0.0019577282111136185,0.004024012948962152,-0.0003514096210981421,0.0027559171946016647,-0.0003600022928846869,-0.00040667099999999734,0.006914959485198935,-0.01489465000000001,0.014054941730232695,0.04999999999999982,-0.06000000000000005,-0.08000000000000007,-0.06999999999999984,-0.1299999999999999,-0.2400000000000002,-0.25,-0.1200000000000001,-0.1899999999999995,0.08,-0.17,-0.09,0.17,2.3,3.29,4.65,5.35,0.0016214026019785166,0.0,-0.0017368650679081554,-0.008897735419864716,0.008941073736782545,0.005408641374993195,-0.0007180804806976582,-0.007550600027134813,-0.0031601812693349274,-0.0005495839985805162,0.0007695102151474842,-2.838959321849188e-06,-0.0006658856503278798,-0.0007155116892905156,-8.462845728196555e-06,0.0007201469326441057,-0.0019583368257052314,-0.0006856972264941419,-0.00029863764521564917,-0.0028481393877499706,0.004990996452555407,0.011575374097157365,0.0008699195471391086,-0.5,-0.006336428604267752,0.011633756389995753,0.0003455227745243761,14.4223
1992-09-01,-0.003884309787061113,-0.0050254425130180636,0.006487760931138453,0.013807834415880293,0.00948998818484803,0.0032009201613218963,-0.0004296283366596043,-0.0017418621932359102,-0.0041960273623926625,-0.003376210289682824,-0.0044825310585077105,0.004263991478574258,0.0078223174453389,-0.0005790462443204802,0.01302081520118925,0.0015294220385273505,-0.005948605321911771,0.02858875868589461,-0.08299999999999841,-91.0,-0.009119101000000018,-0.0008712089352123087,-0.0008924587830190234,0.0,0.10000000000000142,-0.0023310033864767377,0.014680445404215092,-0.021178258709744213,-0.07799743458003316,0.018164935412540828,0.02378175656248871,0.0002845642285240757,-0.0010893247264540662,-0.008672502655031167,0.0006546645078326918,-0.001311710180921466,-0.0018141508704605513,-0.0005839416224340255,0.0006328640761701365,-0.00022677279730665134,-0.0020409181305307555,-0.00016393122731273024,0.00243457210938125,-0.002863811885148948,40.2,-0.09999999999999964,40.7,7.078341579557671,4.8283137373023015,5.579729825986222,6.257667587882639,5.6131281063880705,7.01571242048723,4.844187086458591,5.568344503761097,6.102558594613569,5.627621113690637,0.0267446384025245,0.002488368168805266,0.03383402085138876,-0.0069508895915806335,0.0016654082193596764,-0.020000000000000018,0.0038410915420250547,0.0019351102891995708,0.001242030465205879,0.005447092913797746,0.01756673830493094,0.019975304143640793,0.005320451521793501,0.0012743512184680839,-0.002301902484698637,8.553599999999717e-05,0.0013151446761119345,0.0016787659999999427,0.004325308807680006,-0.07999999999999963,-0.13999999999999968,-0.21999999999999975,-0.25,-0.29000000000000004,-0.21999999999999975,-0.16999999999999993,-0.03000000000000025,-0.030000000000001137,0.02,-0.31,-0.26,-0.04,2.16,3.2,4.7,5.4,0.0016174666261656867,0.003276006205900295,0.0026045440811302,0.029537288716412924,0.04450194255368567,-0.04313413346949435,-4.539815315673934e-06,0.002262726513928115,-0.0007877117382495413,-2.2087789693259197e-05,-5.3583819825675505e-06,-2.829416597016632e-06,-0.000660679338110981,-0.0007109719195028674,-0.0007317411583160904,-0.0014545334815974087,0.0002964711003015097,-0.0016207500473699454,-0.0013534918029485254,0.0013192699852195844,-0.006650740978265901,-0.010868810680954688,-0.003494214766218917,-0.5,-0.008749733935578874,-0.007363930993170342,-0.008087643870356764,14.2585
1992-10-01,-0.004970638314384601,-0.005842753037805792,0.0033570743565132233,0.004039263835279527,0.007205383721270664,0.006808739701384958,0.007857394152649633,0.01020393993954194,0.013302494403309773,0.02142851343262553,0.010414100871604326,0.0037554178261789417,0.005472467964390937,0.012636844577131878,-0.0040282018374959705,0.005760611702911866,0.04869084209059693,0.04024844703655983,0.2621000000000038,55.0,0.01774790399999998,-0.0037033181136347793,-0.0007752330300458965,-0.2999999999999998,0.7999999999999972,-0.021227212130572326,-0.09150065138765662,0.0002853474124080435,-0.060669490016105776,0.03856459298685522,-0.0987212667313937,0.0016598731853267878,0.00036324010570076837,0.0028435245387044006,0.0034843240826116784,-0.0005968011635708592,-0.001514310521066875,0.0007298737642464914,0.001988037956332178,0.0007708177851100118,-3.967073292265866e-05,0.0014432324665740737,0.0012150669781672008,-5.311097539539844e-05,40.3,0.09999999999999964,40.8,7.126087273299125,4.859812404361672,5.726847747587197,6.251903883165888,5.666426688112432,7.0317412587631285,4.7535901911063645,5.537334267018537,6.184148890937483,5.6240175061873385,-0.020802420329989246,0.05386968782140045,0.016737968542882342,0.005282953138792124,0.00048446715903871507,0.010000000000000009,0.001186303308728931,0.0005729455751808388,-0.00028966915846684316,-0.0038561164863439856,0.005028339606195864,0.005082289335005319,-0.004558008157316884,0.00018123289957383548,-0.003718152290596244,-0.00035079600000000044,-0.014392893287619835,0.0421213960000002,-0.016397857109881286,-0.1200000000000001,0.08999999999999986,-0.050000000000000266,0.08000000000000007,0.11999999999999966,0.21999999999999975,0.16999999999999993,0.07000000000000028,0.22000000000000064,0.23,-0.24,-0.06,0.2,2.5,3.49,4.89,5.74,0.0016057221737808547,0.0008039668140149558,-0.0017361115471761224,-0.020639553296548208,-0.035345061836137504,-0.017682665323700775,0.002114872703040227,0.0030228617120142687,0.008624122444097715,0.0010122446273248542,-5.3336604652898245e-06,0.0008350519327304795,0.0032545435248740873,0.0035203728930373046,0.0014382894529028079,0.00216318981085184,0.0018915868087487908,0.0028220741473825584,0.00020510285437858045,0.0023980448896563367,0.005814993021580062,0.013770534597710604,0.0026181824273754373,-2.299999999999997,0.0007913672761930002,-0.007438822735515771,0.0016311247746028101,17.4786
1992-11-01,0.0021579734153469587,0.0044430585677393,0.0017040167391795258,0.0017027096167439026,0.002212934269193667,0.003819756033103694,0.0025261614772960073,0.0031391746405216026,0.001589193818769985,0.008474846893799182,-0.0008792188604571649,0.007275790081758604,0.005466274372071922,0.006422817245356871,0.004479906736550632,0.003625184022329364,0.0003472638272485895,-0.015519279274354147,0.10070000000000334,98.0,0.004839526000000038,0.003236286635008412,0.0020883866388334837,0.10000000000000053,-1.0,-0.011689028640045507,0.10562663993943566,-0.03129783130810537,0.06924709800414597,-0.09658720269063181,-0.042030373866616344,0.0013277478314392965,0.0006353528691160903,-0.0008354917354589375,0.001303497903442974,0.0004177982095452393,0.000605999412545799,0.00014591084872961346,0.0015027677840286913,0.00027191153978911586,-0.0003372647858093103,0.00048321227987635496,0.0018198367169866003,0.0006902227569671737,40.3,0.0,40.9,7.101675971619444,4.727387818712341,5.58724865840025,6.251903883165888,5.752572638825633,7.0192966537150445,4.897839799950911,5.560681631015528,6.104793232414985,5.62040086571715,0.024947725411200494,-0.04018701760429799,-0.04942643760595011,-0.00860732515011442,0.002322421814625386,-0.010000000000000009,-0.003880894946186153,-0.003162494708035979,-0.002030036947804348,0.008963221322847659,-0.0009083393981610399,-0.0029497223141712325,0.0027181227992834067,-0.0018049044800694247,0.010582187216905403,0.00013225900000000956,0.02475765112572681,-0.07423452900000038,0.02025433050758174,-0.010000000000000231,0.33000000000000007,0.27,0.2999999999999998,0.38000000000000034,0.4400000000000004,0.28000000000000025,0.10999999999999943,0.120000000000001,0.57,0.04,0.25,0.59,2.95,3.78,5.01,5.87,-0.00483936738975288,-0.0057099652308458815,-0.0017361115471761224,-0.002922554442601921,-0.05425255333575629,-0.006649633935736254,-0.0014243994314462327,-0.0007584220968048783,-0.003951216744705555,-0.0005463236495657497,-0.0015390517415836413,0.0008287601255991817,-0.001322428784969354,-0.0014247931721973472,-0.0007316443786056226,-0.0007316443786056226,-0.0015565205545389205,-0.00019576795987852336,-0.00023516546770618874,-0.002360909535258582,-0.0016652609843483823,-0.005082686075456699,-3.0404216455615085e-06,12.0,-0.005898494799184917,0.012095467636260793,0.002598493324287965,14.594
1992-12-01,0.03583596895600927,0.04016903987740328,0.006570857427464993,0.015446293591274696,0.012217246594131481,0.0015098426396891185,0.0034005674894102,0.00288393722271163,0.0004016708129315205,0.010280836393230075,-0.0031761625075468203,0.00911544644382678,-0.0009077623375510768,-0.0029015878154616814,-0.005063880040314217,-0.0005270772445644667,0.03719600463337169,-0.011658916220262938,-0.2190000000000083,3.0,0.000577150999999998,0.0008793945974225892,0.0010173496818577377,0.0,1.1000000000000014,-0.039353371936995174,-0.05774219089396038,0.07210841349505337,0.12683643345109896,0.03162318843051182,-0.06633447382034241,0.002011153434075652,0.0015413213079042976,-0.0010035123772400567,0.005197066699649255,0.0006561875738775313,0.0003028620486524858,0.0011665209838422896,0.0021298287012694317,0.0007700147589151385,-0.0016085315195617511,0.0006465156537878158,0.0025724459975418057,0.0019618766068898452,40.3,0.0,40.9,7.112327444710911,5.043425116919247,5.6240175061873385,6.274762021241939,5.575949103146316,7.069874128458572,4.859812404361672,5.634789603169249,6.169610732491456,5.666426688112432,-0.004498663867192221,0.029834696895960633,0.07595863171794548,-0.0023658111608160226,0.007157643942544922,0.0,-0.0028678412336384795,-0.001313742091966219,-0.00190950659930067,-0.0005700918780950914,0.004458494601160101,0.004609855553251663,-0.0008500360096563853,-0.0005954499578271211,-0.0046795068558243,-0.003481238999999997,0.029822357307023317,-0.08680585699999988,0.022564039663862,-0.16999999999999993,0.009999999999999787,0.0900000000000003,0.020000000000000018,0.029999999999999805,0.040000000000000036,-0.10000000000000053,-0.11999999999999922,-0.15000000000000036,0.75,0.3,0.44,0.79,3.16,3.85,5.06,5.89,0.0016109545776341605,0.002445320425684905,0.0017361115471761224,-0.008853832881223767,0.017017509519513307,0.03851462416626905,-0.0014124184136683482,-0.0007550002077136853,-0.003120110356331196,-0.0010499757645332508,0.0007659882756181347,-0.0033444847228469854,-0.0013071106146593792,-0.0014099013365340696,-0.0007253722115843075,-0.0014429897522481028,-0.00022199453969218297,-0.00538440066674184,0.0017860897858010816,-4.400266113036011e-05,-0.0008295290875968142,-0.0007238373873228454,-3.0298462578848273e-06,5.700000000000003,0.003517330216265435,-0.003016533488615636,-0.00026030142670130374,12.7813
