sasdate,P_R0,P_R1,P_R2,P_R3,P_R4,P_R5
2006-12-01,0.13777096758017623,0.1623322546937242,0.19271837498017463,0.1841977168244619,0.15856031566293788,0.16442037025852518
2007-01-01,0.15181458184253707,0.19581627170711072,0.17254113747642308,0.16204975309402359,0.1611708616097322,0.15660739427017337
2007-02-01,0.1444706854825832,0.16267851153807583,0.1903291233600409,0.1782666141644283,0.15504657532025695,0.16920849013461464
2007-03-01,0.1420050576295014,0.17347843586875641,0.18636602711927658,0.17115868532889586,0.16295720128189772,0.16403459277167198
2007-04-01,0.14456559908039282,0.1860958284167324,0.1837868226514197,0.16632259094290305,0.157858620049566,0.16137053885898614
2007-05-01,0.12652730104433177,0.1787257572190654,0.20003110493731516,0.1728054377233509,0.16156146552343081,0.16034893355250582
2007-06-01,0.13026151638280747,0.19339272392450804,0.1832622784775558,0.17235701140344287,0.16220489941867153,0.1585215703930143
2007-07-01,0.1407085374041298,0.17883990110753628,0.19105640463707094,0.16341384921009885,0.1616975614685227,0.16428374617264146
2007-08-01,0.17065967826920783,0.1760712935559977,0.18173852159514556,0.14765700605426874,0.15744580697591606,0.16642769354946416
2007-09-01,0.1705437062314714,0.15006751402756052,0.19302591865310448,0.16233464556067104,0.16065183203149674,0.16337638349569572
2007-10-01,0.1574879086375832,0.1765077376176275,0.18918964629780946,0.15221832408402544,0.16335808757832365,0.16123829578463084
2007-11-01,0.17564397468376003,0.15206696562894995,0.18893100762390275,0.1587291388251155,0.15965738438484744,0.16497152885342425
2007-12-01,0.17937681485534487,0.18571026305613664,0.17262925781741834,0.14731202868788704,0.15993393272412304,0.15503770285909022
2008-01-01,0.18371178523720882,0.15895402875859677,0.18643190357616515,0.1462145354152367,0.15985633829792228,0.16483140871487012
2008-02-01,0.1786324173747916,0.1652673782912389,0.17425714594464176,0.15061599714428323,0.16535948779519175,0.1658675734498529
2008-03-01,0.18289995837520048,0.15930982404482572,0.17643224595819365,0.15083760352001727,0.16529620654914928,0.16522416155261363
2008-04-01,0.1834638290812953,0.16847520503113175,0.16630360507307126,0.15129496719124946,0.16594604980798286,0.16451634381526936
2008-05-01,0.1764951710314436,0.15265677425216445,0.1648028847625773,0.16839633122387157,0.16922228911569392,0.1684265496142491
2008-06-01,0.1726975356428858,0.1532944616731936,0.16034050196072477,0.17485931374586383,0.16613730028079923,0.1726708866965327
2008-07-01,0.20555034376932793,0.16399995728934513,0.15477308954993285,0.14678840332818727,0.16192685475547988,0.16696135130772694
2008-08-01,0.20121726844846688,0.1787899014771348,0.15182342865364545,0.14283559245361568,0.1635072731820965,0.16182653578504058
2008-09-01,0.1860285992593805,0.1563288828628851,0.16659551728702698,0.15266101893359763,0.17021968466457751,0.16816629699253224
2008-10-01,0.1865876577349689,0.1747234419223389,0.15255275858304737,0.15630667673988716,0.16213949416619897,0.1676899708535588
2008-11-01,0.1887295929689813,0.16784533596413545,0.15967724494741495,0.1469766952748937,0.16585684724014715,0.17091428360442745
2008-12-01,0.1943881282935991,0.1481201914561608,0.1682426653495609,0.1486120572524564,0.16811111984256677,0.17252583780565606
2009-01-01,0.19185279231556393,0.14590363791825847,0.16471283381389532,0.15721549025779002,0.1687664920329171,0.1715487536615753
2009-02-01,0.2043059609590561,0.15438596468834498,0.15299074142759214,0.15461941208360952,0.16268423565165463,0.1710136851897427
2009-03-01,0.2049737081607511,0.1606862199609427,0.15373363014550703,0.1466936302259533,0.16396172223267652,0.16995108927416938
2009-04-01,0.20428589074617232,0.15116182953162766,0.1586359158235193,0.15097113241146926,0.16412895471407066,0.17081627677314085
2009-05-01,0.20862505006785598,0.1531804503361637,0.15450211065734218,0.14849019550723513,0.16600288764212548,0.16919930578927733
2009-06-01,0.20191633086104904,0.14329967109788164,0.15841644932768748,0.15821890453024398,0.16601017680134894,0.1721384673817889
2009-07-01,0.194251015592097,0.17388390841102033,0.15054136324573286,0.14835418117088625,0.16232157249364554,0.17064795908661795
2009-08-01,0.1951818453414735,0.14515481574760003,0.1609686113132618,0.16001231409809208,0.16735182139529922,0.17133059210427337
2009-09-01,0.2059485185844534,0.1603910540031362,0.1527084315022451,0.14872588419210464,0.16386232590749972,0.168363785810561
2009-10-01,0.20832248732252073,0.14943667034818126,0.15499478841109302,0.15362751305344252,0.16626060249909713,0.1673579383656654
2009-11-01,0.20478595150336465,0.15476544842649992,0.15220824861679635,0.15513615216653034,0.1687852230989311,0.16431897618787764
2009-12-01,0.2126416553767673,0.16033659840974887,0.14596071021269955,0.14967423275156408,0.16645872501498674,0.1649280782342334
2010-01-01,0.20211728332269469,0.15090963873365418,0.15017634263119797,0.1621034389654687,0.16921666554378023,0.16547663080320413
2010-02-01,0.20704185811609405,0.16467433496342784,0.14639980255214513,0.1516449242972517,0.16792184961340154,0.1623172304576797
2010-03-01,0.18436649477629283,0.1534433867586932,0.1553733626538879,0.168170776226825,0.17291130522792234,0.16573467435637879
2010-04-01,0.19503108479130568,0.1606144966205263,0.1479235688973732,0.16073368027877283,0.17726797175001013,0.1584291976620117
2010-05-01,0.18513249454419925,0.16297684004770868,0.15485888043782425,0.1620490195888403,0.17146076816689576,0.16352199721453156
2010-06-01,0.22955414073471722,0.1510875350420712,0.145757185608591,0.14938003028131963,0.17025958507468172,0.15396152325861934
2010-07-01,0.22100597120089244,0.14438239332128872,0.1510503790775871,0.15416146153898197,0.1731195388995226,0.1562802559617272
2010-08-01,0.2210038148607035,0.15058570023291504,0.15220006695141047,0.1484908945576733,0.17180606320302777,0.15591346019426985
2010-09-01,0.22958705298856913,0.152350792277282,0.14638858212420686,0.1489520784173559,0.17302402172640238,0.14969747246618378
2010-10-01,0.2199985339258485,0.14476053482231432,0.15327480042568917,0.15451748598130796,0.17523434645104527,0.1522142983937948
2010-11-01,0.23296930466602825,0.1549332677153368,0.14190208717381045,0.15046348186799308,0.17309561061148226,0.14663624796534916
2010-12-01,0.18184364249957605,0.1578724898135033,0.15719712457104668,0.16799036758290803,0.17391236134778282,0.16118401418518322
2011-01-01,0.18580775500561045,0.16256330576024647,0.15680959555955812,0.1587075997632706,0.17363656124221558,0.16247518266909877
2011-02-01,0.22851364336063423,0.1511753135820835,0.14330831128544308,0.15142654164346395,0.17879834038060052,0.14677784974777483
2011-03-01,0.20466480577364507,0.15153797868370306,0.1506916847902219,0.16013175422515885,0.17668240694300372,0.15629136958426743
2011-04-01,0.2258489421147903,0.1509903340130506,0.1465847307178264,0.15076960291008976,0.17683409772855244,0.14897229251569047
2011-05-01,0.21954340479412582,0.15871990278764472,0.14667985874762618,0.146054219718447,0.17575070048292776,0.15325191346922834
2011-06-01,0.21784586214935084,0.16363590386015767,0.14465309021590128,0.14806191505860508,0.17330342911230615,0.1524997996036789
2011-07-01,0.2122805269078944,0.146546710245604,0.15179207829500854,0.15731682332722266,0.1790292974113049,0.15303456381296562
2011-08-01,0.20126325467231831,0.15830094585283547,0.15569832470417425,0.15216230299528072,0.17406638205601632,0.158508789719375
2011-09-01,0.2087440325480862,0.1534968213783529,0.15528855475393188,0.15309493401415336,0.17384555558584527,0.15553010171963028
2011-10-01,0.20086164264716708,0.16571994758676492,0.15042509792992892,0.15555449153080328,0.1774322736807308,0.15000654662460514
2011-11-01,0.21249098732571353,0.14736593126452904,0.1569673307958466,0.1524409267293203,0.17705147727849574,0.153683346606095
2011-12-01,0.1974719530793271,0.1684539266968859,0.1505138174235508,0.15512890727762488,0.17999349548651838,0.14843790003609303
2012-01-01,0.18684289809945748,0.15159350740703068,0.1597871310335591,0.1667896869114498,0.1846447633683715,0.1503420131801314
2012-02-01,0.19672181503779723,0.16051128360524441,0.15319847494767058,0.15845532257068362,0.18362595873109183,0.14748714510751224
2012-03-01,0.20127624548967726,0.15911825007937855,0.15228308354848266,0.15447266719840044,0.185711000025406,0.1471387536586551
2012-04-01,0.19976516888318516,0.16253819235774306,0.15254008443981604,0.15409646025133494,0.17934268790214916,0.15171740616577156
2012-05-01,0.1972413714336015,0.17136141832271737,0.1518595447243918,0.14903523810190739,0.17612745593098225,0.15437497148639973
2012-06-01,0.20826901099432937,0.15432166453936955,0.15609743133539564,0.15065446255733234,0.17970539693739837,0.15095203363617452
2012-07-01,0.19380140489013203,0.14753872851293887,0.16343405554896656,0.1563204304860357,0.18634547263416423,0.15255990792776256
2012-08-01,0.1911770019323071,0.1423905075926511,0.16478528181956287,0.16464321300450757,0.18064316107625775,0.15636083457471367
2012-09-01,0.1733484231590023,0.16860604810025678,0.15871954267988367,0.15685786025268592,0.18635067376030626,0.15611745204786506
2012-10-01,0.17442635693962727,0.17507421317000063,0.15640295582739144,0.154061515019851,0.18499031308636668,0.15504464595676304
2012-11-01,0.17948831757646758,0.1807936314710158,0.15406654246485318,0.15451053883897126,0.17448550590110154,0.15665546374759065
2012-12-01,0.16298168488772427,0.16259063418017375,0.16628212222791744,0.16861014966010124,0.18270067732089423,0.15683473172318907
2013-01-01,0.17521417410922252,0.15388070595905476,0.16459965969704435,0.16651075498692539,0.17897706692700296,0.16081763832075008
2013-02-01,0.1572958786360958,0.15433592537393578,0.16518636681144303,0.1764160025883793,0.18778519533087135,0.15898063125927478
2013-03-01,0.18423747085577835,0.18800824711922384,0.15215609226944254,0.14809576044127587,0.17093831162473075,0.15656411768954862
2013-04-01,0.18059816127871586,0.15589008111055547,0.16596126681422718,0.15202717692199952,0.18833875663757282,0.15718455723692917
2013-05-01,0.16256046202133226,0.15339585642905224,0.16568240470927145,0.17238536669240886,0.18822410431721592,0.15775180583071927
2013-06-01,0.17664818786912884,0.15997878027042484,0.1541858845499735,0.17093745236401253,0.18501272074413155,0.15323697420232862
2013-07-01,0.18067202193040632,0.16027561181241137,0.15702062637226527,0.15823990185809494,0.18392664359871155,0.1598651944281105
2013-08-01,0.15851213950784743,0.16391297320500642,0.15461346327915576,0.17404343731928257,0.188735188842364,0.16018279784634373
