sasdate_t,sasdate_tp1,yhat_R1_SPY,yhat_R1_XLB,yhat_R1_XLE,yhat_R1_XLF,yhat_R1_XLI,yhat_R1_XLK,yhat_R1_XLP,yhat_R1_XLU,yhat_R1_XLV,yhat_R1_XLY,yhat_R2_SPY,yhat_R2_XLB,yhat_R2_XLE,yhat_R2_XLF,yhat_R2_XLI,yhat_R2_XLK,yhat_R2_XLP,yhat_R2_XLU,yhat_R2_XLV,yhat_R2_XLY,yhat_R3_SPY,yhat_R3_XLB,yhat_R3_XLE,yhat_R3_XLF,yhat_R3_XLI,yhat_R3_XLK,yhat_R3_XLP,yhat_R3_XLU,yhat_R3_XLV,yhat_R3_XLY,yhat_R4_SPY,yhat_R4_XLB,yhat_R4_XLE,yhat_R4_XLF,yhat_R4_XLI,yhat_R4_XLK,yhat_R4_XLP,yhat_R4_XLU,yhat_R4_XLV,yhat_R4_XLY,yhat_R5_SPY,yhat_R5_XLB,yhat_R5_XLE,yhat_R5_XLF,yhat_R5_XLI,yhat_R5_XLK,yhat_R5_XLP,yhat_R5_XLU,yhat_R5_XLV,yhat_R5_XLY
2019-07-01,2019-08-01,-0.023787019126626625,0.004530598942752442,-0.026138229563659205,0.033070045867210504,0.03230961388718309,-0.038759320878466896,0.016746431570580082,-0.003177794127870735,0.025282399101209153,-0.024007375224136894,-0.013994904619398126,0.0023555763816487637,-0.0031620574181141087,0.07017749561545313,0.03192342704959209,-0.06850444638785484,0.07052799593411868,0.030615649758204078,0.06521981249103574,0.0204346803955912,-0.023787019126626625,0.004530598942752442,-0.026138229563659205,0.033070045867210504,0.03230961388718309,-0.038759320878466896,0.016746431570580082,-0.003177794127870735,0.025282399101209153,-0.024007375224136894,-0.0640429069098306,-0.02443220877228355,-0.01715428472184589,0.026119612762243213,0.030090054034662552,-0.03292057940479963,-0.07649653491148076,0.0004023025280111593,-0.02710315733653233,-0.008897797153784573,-0.023787019126626625,0.004530598942752442,-0.026138229563659205,0.033070045867210504,0.03230961388718309,-0.038759320878466896,0.016746431570580082,-0.003177794127870735,0.025282399101209153,-0.024007375224136894
2019-08-01,2019-09-01,0.04040230444394983,-0.03430105708249451,0.0047574269397491695,-0.035170432502514004,0.0011399238737832976,0.020249827565318748,0.07350971877439849,0.00022219727580638678,0.05660164672238313,0.023773476540931208,-0.002981391990469079,-0.006241347741355654,-0.012000735992824418,0.008647938989459345,-0.020824554157505833,0.008411859350930029,0.03136710260714262,-0.07547230226373683,0.15487585686515012,-0.018644120317573096,0.021106114726452335,0.013240486620061543,-0.005960744698733651,0.0860370489764346,0.010692539636990385,-0.024564113681072003,0.05438324490748633,-0.00442543059469936,0.020009171705061418,-0.041091066028248045,-0.002981391990469079,-0.006241347741355654,-0.012000735992824418,0.008647938989459345,-0.020824554157505833,0.008411859350930029,0.03136710260714262,-0.07547230226373683,0.15487585686515012,-0.018644120317573096,-0.002981391990469079,-0.006241347741355654,-0.012000735992824418,0.008647938989459345,-0.020824554157505833,0.008411859350930029,0.03136710260714262,-0.07547230226373683,0.15487585686515012,-0.018644120317573096
2019-09-01,2019-10-01,-0.026512299190819183,0.00022361688830649547,-0.02885070873248747,0.033083465779896355,-0.025284423759435386,-0.04712429797332926,0.015319656785294445,0.03016800368746099,0.0009603941340190481,-0.04257721834210837,-0.07695591320162906,-0.02561074954326842,0.004673770185109491,0.033162207882032654,-0.0167707951800003,-0.026947920950143023,-0.037152199564332966,0.033615784646507996,-0.04558871172615983,-0.010595707392243232,-0.035313614508787075,-0.05419709151820644,0.04606902945217599,0.08363438074796853,-0.021199445654304278,-0.024385178367917086,0.03157290285731046,0.03141057992264472,0.04378690859021793,-0.06616299813972874,-0.001791755798861202,0.047505010963307504,-0.030586858689367395,0.027031510807824868,0.02096361644296267,0.01601891894433293,0.00692218014489965,0.03298299511769658,-0.02099005137427329,-0.05600610527033274,-0.014636877760175753,-0.00945589202365608,-0.013668661750887483,-0.010508852954411466,0.005824437096366598,0.041507430682476795,0.02543949909237728,0.01744824236566446,0.024220281463476316,-0.0020948238040681302
2019-10-01,2019-11-01,-0.0022899408253840956,-0.004757511969489576,0.017647954887356914,-0.006311489677190866,0.0575892486957475,0.0029325214319144526,0.03248620353273816,0.030976619612395374,0.026208919218095518,0.037329108021993664,-0.03013891036557735,-0.015043824021942532,0.006242062039643844,0.023788662019288493,-0.007765623281489573,-0.08439023189953992,-0.009857327820304738,0.038441703381511705,-0.041184136310961295,0.013624031954704113,-0.03079920398083716,-0.044446333177788074,-0.004990464234925251,0.02570473503866224,0.0394343358696812,0.025218658377447713,0.034974649660103996,-0.04119075112542807,0.015471461295033472,-0.028459327594158403,-0.034538108288898264,-0.011404221877681461,0.051802907769277116,0.07897073997468192,-0.015657291017638082,-0.050079606949907055,-0.029226795786339355,0.08048586245406184,0.021865052770134667,0.026353888600097297,-0.03013891036557735,-0.015043824021942532,0.006242062039643844,0.023788662019288493,-0.007765623281489573,-0.08439023189953992,-0.009857327820304738,0.038441703381511705,-0.041184136310961295,0.013624031954704113
2019-11-01,2019-12-01,0.009197242996416805,-0.030731727139134014,-0.037818698070990475,0.004921251948158308,0.018191500312879326,-0.009159903381333797,0.021853845218119956,0.05165721018304779,-0.03302264171513512,-0.0021799286874269637,-0.055374395957389744,-0.04061609361556132,-0.0032325219400472396,-0.03573988981937425,-0.06197449735118685,-0.009207833356314516,-0.013649826699132547,0.006033354891037866,0.008468139349286476,-0.01735786849759565,-0.024100652928126867,0.021107389676212326,0.045594283844505694,0.01874362123730841,0.029391733129528065,-0.02455762336127625,0.014563609178424846,-0.029211300125768887,0.03512606219955254,0.015285763457026874,-0.008893049431846047,0.00014411323270453183,-0.024267380717748813,0.026790523014064854,0.018162461221024846,-0.0030646617492758113,0.011077314109823272,0.040063798487715296,0.011688720338897127,-0.002630553139333719,0.006563274413025273,-0.02121727973803635,-0.015388904763139907,-0.01546111325222825,-0.006635135506171895,0.01841532417971864,0.009683617383725392,-0.05577469241268818,0.014283296796136356,-0.03411943471262634
2019-12-01,2020-01-01,-0.009393577745634655,0.015996739649079137,-0.09257329338909764,0.01548289347266412,-0.025531349080907383,0.015150920058239974,0.0726518949563649,0.01829618179480757,0.007129598500184258,0.004200404718647997,0.006820387925944653,0.027783753068462553,-0.006806975548948957,-0.004050077389959852,-0.002376583212573418,-0.010936727509827496,0.02335687204688598,0.03298368475077481,-0.032416523797266415,0.001963553000853954,0.04247711685272814,0.0003002078349083892,0.02437986058526545,-0.04037082102687685,-0.04943421031371119,-0.04365474116920939,0.058797576792173706,0.03356419432834066,-0.06965191608294928,-0.05527574700665574,-0.02200478053171675,7.810631782117702e-05,0.005178701835842452,0.00447442572271152,0.013323825044456448,0.026180230647466232,-0.02992188958535289,-0.015607025078830973,-0.04004317788751521,-0.01894285179153827,0.006820387925944653,0.027783753068462553,-0.006806975548948957,-0.004050077389959852,-0.002376583212573418,-0.010936727509827496,0.02335687204688598,0.03298368475077481,-0.032416523797266415,0.001963553000853954
2020-01-01,2020-02-01,-0.02683220583645958,-0.01006944910478913,0.04288891298893139,0.08856299018671301,0.012984062580924455,-0.009165714722946328,0.027689160019200076,0.011842960372843696,0.04270632541693064,-0.019303572621953344,-0.02683220583645958,-0.01006944910478913,0.04288891298893139,0.08856299018671301,0.012984062580924455,-0.009165714722946328,0.027689160019200076,0.011842960372843696,0.04270632541693064,-0.019303572621953344,-0.024054632431763177,0.017528790716070903,0.04147182386647434,0.03636592939482093,0.015158192005263594,0.06788375209250086,-0.016759051378626114,-0.008133425820861764,0.018947351543098276,-0.012457854719933196,-0.12973761261519162,-0.10588839082979863,0.032564804101836195,0.024796933232502975,-0.033728968242306985,0.02355550648610642,-0.08021962544743745,0.00417289366586779,-0.021481971683436386,-0.053161210927775863,0.023760184966335786,-0.06895519409172852,0.013931074130315422,0.014496806054638357,0.017677293722566816,-0.004813845224313863,0.07415592100221294,0.0025021993661560452,0.04637761213850038,-0.011928221003234887
2020-02-01,2020-03-01,-0.005320046689899091,0.030392651755290052,-0.010076492908409646,0.004509523912832127,-0.01825132140456198,-0.013805629761566976,0.01942773960867819,0.02429934213868032,0.032672594695133075,0.025003854972807497,0.02229617270909725,-0.009913952898777216,-0.05730090324044779,0.0010153635995132477,0.03855740283815474,-0.01908660839705703,0.05666794549421139,0.03957960097296084,0.007658352601780506,0.0022623408385687212,-0.02505732584757236,-0.03796409724935637,0.012827026062864285,-0.03179202618492505,-0.01690718254962744,0.04208899298078194,0.018262783311223735,-0.006715247817311615,0.03145359224402125,0.0021466230290615286,0.02354212407336264,0.05162999543977937,-0.0597820348646704,-0.048252591666052856,-0.009941377592050694,-0.008878468405053061,0.02756350969836463,0.04319650848127847,0.021081354180543847,0.010540912386118489,-0.04433407532984561,-0.007543351499308918,0.055927537792455954,0.036269206599231205,-0.018858674366463275,-0.015163669273322692,-0.041798410713074524,0.017592204715177195,-0.010168854488950647,-0.000940377566726467
2020-03-01,2020-06-01,-0.07719435063650772,0.08289303453697787,0.01365968474343621,-0.03791032766809191,0.12212487401339078,-0.12493874081865339,-0.19394509915803482,0.08366579801014856,-0.0784544863955342,0.25812031703397514,0.07342083988479381,-0.049979495957011136,-0.0018897732469315733,-0.033796485042542214,0.06827348392277745,0.045304883684678575,0.14880586166081985,-0.051183916235476114,-0.023057580350665418,0.05269232609841777,-0.059733993665490606,0.026888272668764958,0.38389072190926116,-0.05947429912037907,-0.006043390710260983,-0.07802808011675492,-0.07492649605547722,0.03642256190770644,-0.0007250179657488608,0.07286490005071536,-0.032745702646462024,-0.003927019717494259,0.13701363937833358,-0.053297396312624264,-0.21177300731579765,-0.24877825603648435,-0.227230881844034,0.4128846433218353,-0.167466343630065,-0.36018831986534566,0.05376414377382901,-0.059012352405188574,-0.09110712084750988,-0.006262990771436026,-0.00033498448088117166,-0.13205660115732987,0.04973225370747093,0.10429993844621951,-0.14882024416530504,-0.002035027534050663
2020-06-01,2020-07-01,0.0448100792788064,-0.13750906364057547,0.0988326848078309,0.10321944505815406,0.08215786029056246,-0.11199141952276809,0.16643868337680215,0.010172561773654764,-0.0878827925200818,-0.03304888830138985,0.096383549404452,0.0044346295424907735,0.01818431291040412,0.2264290255273507,0.03701547665156663,0.015891279841701723,0.1488301575829475,-0.16970351508457446,0.007301694072530746,-0.33284601303150313,0.1062902526475598,-0.20027725505514904,-0.26568860862960436,-0.17128389466737717,-0.21075512951932288,0.1436165030005975,0.17103408245422655,-0.12566956103497512,0.008755060171205685,0.0489730897014759,0.018854195482412267,0.07549385128263729,-0.037373956894692695,0.10117865333319666,0.1719576457501975,-0.06827695304130361,0.0788212359104497,-0.08126409139256052,0.05494650590221119,0.02305346550667182,-0.06314145100262553,0.061635794706356634,0.006583846341590552,0.13678255216061871,-0.07592870190118907,0.1705244751854658,-0.04112748894261543,0.0017066196043124381,0.22368230490241062,0.08435246428811212
