sasdate_t,sasdate_tp1,hard_label_t,pca_p_components,typical_k_r,p_R0_t,ptp1_R0,p_R1_t,ptp1_R1,p_R2_t,ptp1_R2,p_R3_t,ptp1_R3,p_R4_t,ptp1_R4,p_R5_t,ptp1_R5
1998-02-01,1998-03-01,5,30,5,0.1489878812886512,0.012313048040384397,0.16537417744915495,0.1870393863502243,0.15567924761565963,0.12553762085142858,0.1705763054436752,0.11502677016637697,0.16673443536177635,0.22262605452932374,0.19264795284108263,0.1363561284658832
1998-03-01,1998-04-01,1,30,5,0.14011099147782755,0.012609989233004479,0.19550037291547523,0.14025225647780348,0.16574274677786838,0.16580383420784814,0.16687920413139323,0.2809638447513542,0.16194560937183647,0.08959061644225089,0.1698210753255991,0.11159907479519778
1998-04-01,1998-05-01,4,30,5,0.14837166213176237,0.013353449591858612,0.16280352884518529,0.09869600243055322,0.16747771628065963,0.23363473336769866,0.1675419215611628,0.21206006504687136,0.19045394926206566,0.09520767841018286,0.1633512219191643,0.10982661693982308
1998-05-01,1998-06-01,1,31,5,0.1514614801745052,0.016566099394086507,0.19690711270697145,0.1074607996575299,0.16938580863476754,0.1375226284640294,0.15709389491205852,0.24431535509334376,0.15409745452629983,0.12456049768252854,0.17105424904539746,0.15088071303167064
1998-06-01,1998-07-01,0,31,5,0.19916148077324927,0.19356512862118141,0.1643484195141154,0.11470317605757316,0.15116255898662015,0.07447518455410412,0.15963573935667813,0.13753861260533115,0.15289810084379443,0.04720388085692881,0.17279370052554266,0.12469425627860153
1998-07-01,1998-08-01,2,31,5,0.16274829501556531,0.21797928201494993,0.16691397986936815,0.13983481020315863,0.18792673217595854,0.1026278797287392,0.14875376460356618,0.08913264331899715,0.16863320011668015,0.1309492648376174,0.16502402821886158,0.07271533595285348
1998-08-01,1998-09-01,2,31,5,0.16194945828511645,0.13279286804742865,0.15231809899855303,0.1861682731968838,0.19133228483127337,0.14288265905983766,0.16588278254465125,0.1256883575977225,0.15369360189865156,0.0561591165901066,0.17482377344175443,0.14201897435665137
1998-09-01,1998-10-01,0,31,5,0.18932524936240483,0.22834872689219687,0.17003160356751088,0.1702223642318763,0.16583956502232877,0.07150248578395763,0.1542212488429448,0.0617063715643232,0.15607243354894892,0.10074041514429738,0.16450989965586174,0.17947585527133356
1998-10-01,1998-11-01,0,31,5,0.18924443707405522,0.2795877997928294,0.1565262960495528,0.1699959941008847,0.1650502471261926,0.13444064807137993,0.1526473542538571,0.07895851058912398,0.16263602496222648,0.09738685849678336,0.17389564053411585,0.07921035159852548
1998-11-01,1998-12-01,0,31,5,0.18595113238001357,0.18255332744724695,0.1586931956478874,0.1191313188683808,0.1696503575000697,0.16231446800385746,0.15386992229262356,0.10780421060414665,0.1667963153237557,0.15633265419211725,0.16503907685565014,0.06823942086137927
1998-12-01,1999-01-01,2,31,5,0.17816810612524056,0.1394194986390254,0.14942332658562016,0.13928713000917958,0.19631991724539602,0.055129712066538814,0.1507234780972476,0.11646173037686444,0.15726948552051032,0.36078303627477626,0.16809568642598516,0.04848259418574012
1999-01-01,1999-02-01,0,31,5,0.19204098612803835,0.23493647940335877,0.16286570383983365,0.057870438241688596,0.1631840617567091,0.18898630053978488,0.16059256685514772,0.10140911381029472,0.16643530744334992,0.09742228420289359,0.15488137397692123,0.11500494393259947
1999-02-01,1999-03-01,4,31,5,0.16811983694909946,0.2953412126752016,0.15274158794738585,0.07186819025697032,0.1711284761976043,0.1174625877965281,0.15820953562931794,0.08909176148579616,0.19437753647195893,0.10806534753906635,0.15542302680463352,0.15124939438712326
1999-03-01,1999-04-01,0,31,5,0.20078507346363958,0.2383379060277394,0.15276992319619792,0.1516295398286926,0.1629255740767345,0.15779166943934714,0.16262942032209068,0.05949505379206614,0.15570818204701317,0.12798744448941227,0.16518182689432412,0.11164793169853855
1999-04-01,1999-05-01,0,31,5,0.19029355872001436,0.2377926927749827,0.1591360395278992,0.13876665668370913,0.15954026212021866,0.041756618743501964,0.16593144280353941,0.08158987479993925,0.16570135434273564,0.20337305632826458,0.15939734248559276,0.09621424219557041
1999-05-01,1999-06-01,4,31,5,0.16667052406732377,0.17595960564044122,0.17053869303890312,0.1579909181542184,0.16024174010387762,0.12327300171335188,0.16658899010665976,0.22112031629042753,0.18484541246249617,0.10785341956724903,0.15111464022073967,0.0972084448073888
