run_id,strategy_id,n_months,start_month,end_month,cagr,ann_vol,sharpe,sortino,maxdd,avgdd,avgdd_all_months,positive_ratio,mean_turnover,total_cost,cash_ratio
cff3323c190242fda5e57786ca133f4a,naive_lo_2,239,2003-02,2022-12,0.13784471787026906,0.15674563569897054,0.90880474387408605,1.3580197330734161,-0.46693892128703907,-0.096725627057685656,-0.057064072866668113,0.65690376569037656,1.1213085910789398,0,0.029288702928870293
cff3323c190242fda5e57786ca133f4a,naive_lo_3,239,2003-02,2022-12,0.13317838934208667,0.15447839128182042,0.89267538431786209,1.3308433038618093,-0.45526002612918959,-0.090410643860417139,-0.05333849700551805,0.65271966527196656,0.9702224709413082,0,0.029288702928870293
cff3323c190242fda5e57786ca133f4a,naive_lo_4,239,2003-02,2022-12,0.12655191111976091,0.15082912064849147,0.8711011970964152,1.2933828523705995,-0.45830304111029152,-0.093922539326344825,-0.055803349725276001,0.65690376569037656,0.89335335355474421,0,0.029288702928870293
cff3323c190242fda5e57786ca133f4a,naive_lns_2,239,2003-02,2022-12,0.073618011974644487,0.15624543863951409,0.53734566823475993,0.7549249740094548,-0.33553979866690054,-0.10076234510216851,-0.072936760262239136,0.61506276150627615,1.2051310102831614,0,0
cff3323c190242fda5e57786ca133f4a,naive_lns_3,239,2003-02,2022-12,0.071669069950888509,0.15415514850847706,0.5305547925380496,0.74148035217009156,-0.36171024011920827,-0.11053960776314123,-0.081864060979397482,0.62343096234309625,1.0737331255821945,0,0
cff3323c190242fda5e57786ca133f4a,naive_lns_4,239,2003-02,2022-12,0.067512220005910478,0.14729091865602661,0.52091892965755326,0.72751262834682251,-0.38141891519664028,-0.13249220914633181,-0.10089364880599327,0.63179916317991636,1.0021276446407763,0,0
cff3323c190242fda5e57786ca133f4a,naive_los_2,239,2003-02,2022-12,0.076469398304898642,0.17947615338149392,0.50485231762601757,0.70743395788672436,-0.46924296121443509,-0.14911283963064392,-0.11292646013868853,0.62343096234309625,1.2787593055986608,0,0
cff3323c190242fda5e57786ca133f4a,naive_los_3,239,2003-02,2022-12,0.077516221584420314,0.17099585650316959,0.52671853392149282,0.73449965197173595,-0.44873371895510461,-0.14473545426786882,-0.10779460610745042,0.62343096234309625,1.1326968135906654,0,0
cff3323c190242fda5e57786ca133f4a,naive_los_4,239,2003-02,2022-12,0.07558648196828191,0.16130642819587093,0.53651138826540123,0.74812784860421766,-0.45635306562492861,-0.16738384949843124,-0.12676350108458601,0.62761506276150625,1.0467707663814088,0,0
cff3323c190242fda5e57786ca133f4a,naive_mx_2,239,2003-02,2022-12,0.1080824744526651,0.17814603734868725,0.67106196032140308,0.95128991453282741,-0.46924296121443521,-0.1144553601793557,-0.077580620707345699,0.65690376569037656,1.1767229291409702,0,0.008368200836820083
cff3323c190242fda5e57786ca133f4a,naive_mx_3,239,2003-02,2022-12,0.10994937289019779,0.17371583002786867,0.69327081574991389,0.98223937218698587,-0.44873371895510461,-0.10573616631452122,-0.068131253608519945,0.65271966527196656,1.0362660288768819,0,0.008368200836820083
cff3323c190242fda5e57786ca133f4a,naive_mx_4,239,2003-02,2022-12,0.10353504935784615,0.16563590683403079,0.68275046003139306,0.97039851027792223,-0.45635306562492861,-0.11706287590035801,-0.075919438345420462,0.64853556485355646,0.95668014565227344,0,0.008368200836820083
cff3323c190242fda5e57786ca133f4a,ridge_lo_2,239,2003-02,2022-12,0.080514382162851617,0.1775276696972081,0.52911457821688235,0.73431543471798111,-0.56139070881465414,-0.1134454369525342,-0.085914745139785295,0.65271966527196656,1.3267223242908295,0,0
cff3323c190242fda5e57786ca133f4a,ridge_lo_3,239,2003-02,2022-12,0.099170051718718386,0.16822620978929878,0.65049537398631507,0.9296998687352972,-0.51467517820400066,-0.091312172650480944,-0.061129487966849173,0.64853556485355646,1.1707501853787301,0,0
cff3323c190242fda5e57786ca133f4a,ridge_lo_4,239,2003-02,2022-12,0.10087254843226345,0.1643820980560789,0.67115040222026667,0.96324827901104204,-0.51388555862885232,-0.086304220598518541,-0.056332461980622986,0.64016736401673635,1.0804200413165581,0,0
cff3323c190242fda5e57786ca133f4a,ridge_lns_2,239,2003-02,2022-12,-0.0047945984595785399,0.14921389695353307,0.045208450148654371,0.056837869858304156,-0.71055667948986412,-0.44929342790504267,-0.41169565151131526,0.58158995815899583,1.4011588485317328,0,0
cff3323c190242fda5e57786ca133f4a,ridge_lns_3,239,2003-02,2022-12,0.0093246289944718709,0.14236509242293749,0.13882283790695388,0.17828383530383313,-0.65016231477753017,-0.35573604679321236,-0.32596733994859201,0.57322175732217573,1.265637499001568,0,0
cff3323c190242fda5e57786ca133f4a,ridge_lns_4,239,2003-02,2022-12,0.0097298662774087021,0.13854249983463121,0.14165161358641687,0.1808539722723212,-0.64278493760811273,-0.34136494829368091,-0.31137053861097258,0.57740585774058573,1.1661972720748124,0,0
cff3323c190242fda5e57786ca133f4a,ridge_los_2,239,2003-02,2022-12,0.002602196082792847,0.17394655145778434,0.10507029014388071,0.13563962248447556,-0.74672497041045327,-0.48363560957555374,-0.44114043049150925,0.58995815899581594,1.3776399136360882,0,0
cff3323c190242fda5e57786ca133f4a,ridge_los_3,239,2003-02,2022-12,0.0055785883092298793,0.15886442422643426,0.11763406378653306,0.14951138764640323,-0.71803757528310441,-0.43227107451459884,-0.39609776283973708,0.59414225941422594,1.271867005648013,0,0
cff3323c190242fda5e57786ca133f4a,ridge_los_4,239,2003-02,2022-12,0.012834310425864266,0.14941195373350488,0.1630484240600861,0.20797764420534648,-0.67823364350621973,-0.36487205997415562,-0.33281217185927164,0.58995815899581594,1.1865391418715237,0,0
cff3323c190242fda5e57786ca133f4a,ridge_mx_2,239,2003-02,2022-12,0.042726142567797075,0.17418874716857613,0.33069542605314661,0.44106445872020972,-0.62564090518768833,-0.21181420865725972,-0.18434039916615072,0.63179916317991636,1.3760372142996624,0,0
cff3323c190242fda5e57786ca133f4a,ridge_mx_3,239,2003-02,2022-12,0.047186913637119972,0.16463204474959994,0.36565210707488105,0.48848571973944016,-0.60368659612127296,-0.18267587615275668,-0.15133817354914572,0.62761506276150625,1.2336194393835627,0,0
cff3323c190242fda5e57786ca133f4a,ridge_mx_4,239,2003-02,2022-12,0.055943628049821864,0.15581621879949789,0.43049121964191944,0.58224837003126018,-0.56406819480179471,-0.1589207208362155,-0.12700358861806343,0.62761506276150625,1.1539335807104354,0,0
cff3323c190242fda5e57786ca133f4a,bl_lo_2,239,2003-02,2022-12,0.099601990949307259,0.15090312112249016,0.70918723967357655,1.0318201844384582,-0.37662578850096984,-0.0735154884535794,-0.046139427899736025,0.62343096234309625,0.47122693069890903,0,0
cff3323c190242fda5e57786ca133f4a,bl_lo_3,239,2003-02,2022-12,0.10911420206230062,0.1474252442596114,0.78096007150733304,1.1510464400771405,-0.40198057429457223,-0.06966619281333937,-0.042557590588901878,0.65271966527196656,0.4254707626381613,0,0
cff3323c190242fda5e57786ca133f4a,bl_lo_4,239,2003-02,2022-12,0.11025362078224021,0.1469465128264989,0.79014009594745849,1.1580964616866383,-0.41785510848923935,-0.074693051652860595,-0.044378298471574075,0.65690376569037656,0.38394805924938857,0,0
cff3323c190242fda5e57786ca133f4a,bl_lns_2,239,2003-02,2022-12,0.010880864626606033,0.068774842293906804,0.19209752062923319,0.25934062162573018,-0.23317481019133568,-0.091740397251810962,-0.081376419319598006,0.53974895397489542,0.48282926960822597,0,0
cff3323c190242fda5e57786ca133f4a,bl_lns_3,239,2003-02,2022-12,0.014801512741707998,0.064265260772324459,0.26125451514356357,0.34601797910861276,-0.20314870480424396,-0.061284631945883308,-0.051027789779208271,0.57322175732217573,0.44017934641315154,0,0
cff3323c190242fda5e57786ca133f4a,bl_lns_4,239,2003-02,2022-12,0.017371851167536444,0.062671776518866323,0.30679044663871669,0.40023624236303768,-0.22728621155368678,-0.064428770717285089,-0.053915289303167441,0.60251046025104604,0.40355596895219847,0,0
cff3323c190242fda5e57786ca133f4a,bl_los_2,239,2003-02,2022-12,0.042772197872377613,0.12728581957873439,0.39545870750259271,0.54906164197212881,-0.2758115781585222,-0.096425070861950804,-0.077059366253692904,0.56485355648535562,0.54722694993460963,0,0
cff3323c190242fda5e57786ca133f4a,bl_los_3,239,2003-02,2022-12,0.024976409469986815,0.10155875037708061,0.29509317057432716,0.39550116048811113,-0.27636122386679762,-0.079325239086132565,-0.067376667508305066,0.58995815899581594,0.49118488718198139,0,0
cff3323c190242fda5e57786ca133f4a,bl_los_4,239,2003-02,2022-12,0.017307392804794913,0.09499716586912979,0.22970674654733628,0.29648835319048433,-0.28489560477147935,-0.087113543688649125,-0.075449805621549668,0.58995815899581594,0.4683861923817137,0,0
cff3323c190242fda5e57786ca133f4a,bl_mx_2,239,2003-02,2022-12,0.069216119916969049,0.13888512133067163,0.55453325615015403,0.80045322324387991,-0.27581157815852231,-0.06927887120678651,-0.048118379164546282,0.59414225941422594,0.52371833140289459,0,0
cff3323c190242fda5e57786ca133f4a,bl_mx_3,239,2003-02,2022-12,0.061456365092663341,0.12453964284466378,0.54315059347504435,0.79085462856905808,-0.30572309721202551,-0.066542664783586253,-0.048723708523546426,0.60669456066945604,0.50255365785324713,0,0
cff3323c190242fda5e57786ca133f4a,bl_mx_4,239,2003-02,2022-12,0.057616540636634961,0.12149554973171489,0.52395856141296826,0.74560068902197529,-0.34742091954427179,-0.077962866145447479,-0.057738189572151474,0.60251046025104604,0.47975992933476597,0,0
cff3323c190242fda5e57786ca133f4a,mvo_lo_2,239,2003-02,2022-12,0.10169343106851712,0.14899506677567939,0.72798546041513901,1.1005077482487555,-0.39114306789712738,-0.078087790808606131,-0.049335800887445713,0.61924686192468614,0.26965673779249572,0,0
cff3323c190242fda5e57786ca133f4a,mvo_lo_3,239,2003-02,2022-12,0.10170969828210318,0.14795581909786465,0.73271314340268379,1.0832066329204306,-0.39422680296364399,-0.073676298558653083,-0.04624035474392453,0.64435146443514646,0.26312325608319387,0,0
cff3323c190242fda5e57786ca133f4a,mvo_lo_4,239,2003-02,2022-12,0.10177694533854512,0.1471075929319329,0.7365532450047394,1.0841041674681275,-0.41440041742473188,-0.079754250085037517,-0.047385370343411413,0.64853556485355646,0.24049637280114547,0,0
cff3323c190242fda5e57786ca133f4a,mvo_lns_2,239,2003-02,2022-12,0.014764006968321058,0.065709326656077885,0.2560779807328864,0.36459390340161391,-0.23260837988559913,-0.091111564208150628,-0.081199845926092404,0.51882845188284521,0.29601352802600378,0,0
cff3323c190242fda5e57786ca133f4a,mvo_lns_3,239,2003-02,2022-12,0.014689152252460131,0.059990699967182468,0.27332753809354038,0.37885760345102587,-0.18504945307601006,-0.065410246546535739,-0.055557657108563828,0.56066945606694563,0.27898108733644494,0,0
cff3323c190242fda5e57786ca133f4a,mvo_lns_4,239,2003-02,2022-12,0.015871468787171279,0.058162948195032947,0.30016254324312291,0.40925279627773486,-0.20081692390066685,-0.067136749482958349,-0.05674319412367191,0.56485355648535562,0.25423133760401811,0,0
cff3323c190242fda5e57786ca133f4a,mvo_los_2,239,2003-02,2022-12,0.043561214488914403,0.13006432078120109,0.39436402969370116,0.56837320064041508,-0.37858524220588674,-0.12458081888956044,-0.10268795531901008,0.56903765690376573,0.32749406292885064,0,0
cff3323c190242fda5e57786ca133f4a,mvo_los_3,239,2003-02,2022-12,0.021860737493393366,0.10750382248738748,0.25559354300200704,0.35696797720183043,-0.37560864171594388,-0.13124642277105758,-0.11751771746027752,0.54811715481171552,0.31707218665356324,0,0
cff3323c190242fda5e57786ca133f4a,mvo_los_4,239,2003-02,2022-12,0.013167752805127386,0.088687843986400575,0.19263415594509617,0.25711049723647394,-0.26260571264461341,-0.10004828598715772,-0.08748992372935549,0.56485355648535562,0.29603925549448118,0,0
cff3323c190242fda5e57786ca133f4a,mvo_mx_2,239,2003-02,2022-12,0.058414437749941567,0.14258113318688806,0.47122615559700498,0.69290990668468899,-0.39023648002439504,-0.11189620890502854,-0.085677850333139002,0.57740585774058573,0.32945445048474048,0,0
cff3323c190242fda5e57786ca133f4a,mvo_mx_3,239,2003-02,2022-12,0.055658263014478522,0.12860853646310297,0.4867620596992463,0.72065042601935447,-0.40846683529981298,-0.10911049225154207,-0.085370970924846717,0.57322175732217573,0.3314854691427282,0,0
cff3323c190242fda5e57786ca133f4a,mvo_mx_4,239,2003-02,2022-12,0.060646401246511245,0.11821133989547417,0.55876951406856146,0.83515999132593277,-0.30854061802277977,-0.079456315605188677,-0.059176670199680273,0.58995815899581594,0.32548054010243371,0,0
cff3323c190242fda5e57786ca133f4a,spy,239,2003-02,2022-12,0.098386953103059505,0.16596605377161394,0.6519608744938854,0.9551326577458672,-0.52895002493152976,-0.10298533043551705,-0.062911540768140123,0.65271966527196656,0.0041841004184100415,0,0
cff3323c190242fda5e57786ca133f4a,ew,239,2003-02,2022-12,0.10634360409726183,0.16462048879389171,0.70032193821044364,1.0327685846022974,-0.51118056808247958,-0.086294765789707018,-0.050910301156270668,0.66945606694560666,0.026090743491079534,0,0
